ID,Semente,Germinação (%),Vigor (%),Pureza (%),Viabilidade (%),Umidade (%),Qualidade Geral (%)
10544,Soja,85,64,77,91,12,72.5
10545,Soja,99,67,98,63,13,80.19999999999999
10546,Soja,69,62,77,96,10,66.0
10547,Soja,84,65,72,85,10,70.5
10548,Soja,85,66,72,78,12,70.60000000000001
10549,Soja,78,84,79,91,13,74.19999999999999
10550,Soja,97,90,79,76,15,81.7
10551,Soja,76,90,73,69,14,71.30000000000001
10552,Soja,61,77,81,61,13,63.4
10553,Soja,74,72,72,65,12,66.10000000000001
10554,Soja,62,63,96,81,12,65.9
10555,Soja,66,61,70,62,13,60.1
10556,Soja,93,94,89,92,11,84.1
10557,Soja,61,70,79,100,15,65.7
10558,Soja,65,91,90,88,12,72.2
10559,Soja,78,65,88,85,12,71.50000000000001
10560,Soja,100,73,94,61,11,80.6
10561,Soja,65,87,78,80,14,68.4
10562,Soja,74,99,80,87,13,75.4
10563,Soja,66,68,100,65,10,67.5
10564,Soja,87,86,87,84,13,79.10000000000001
10565,Soja,76,60,79,64,15,66.10000000000001
10566,Soja,72,66,81,63,13,65.8
10567,Soja,95,74,77,71,14,76.7
10568,Soja,94,65,77,89,13,76.2
10569,Soja,92,66,78,66,12,73.4
10570,Soja,84,87,85,65,13,75.8
10571,Soja,93,75,78,67,15,76.00000000000001
10572,Soja,82,77,74,91,10,73.1
10573,Soja,100,61,91,89,15,80.80000000000001
10574,Soja,74,68,92,86,12,71.4
10575,Soja,78,87,82,62,13,72.50000000000001
10576,Soja,82,75,78,100,12,74.60000000000001
10577,Soja,82,63,76,88,10,70.4
10578,Soja,92,100,73,61,10,78.5
10579,Soja,77,66,97,97,14,74.50000000000001
10580,Soja,72,94,77,94,12,73.60000000000001
10581,Soja,74,100,93,93,13,78.8
10582,Soja,81,99,77,91,10,77.7
10583,Soja,70,63,79,96,11,67.1
10584,Soja,61,77,76,98,11,65.9
10585,Soja,91,76,83,75,13,77.0
10586,Soja,99,82,82,99,11,83.4
10587,Soja,68,83,71,63,11,65.4
10588,Soja,87,77,83,77,14,75.90000000000002
10589,Soja,77,68,88,90,12,72.2
10590,Soja,77,65,91,62,14,69.60000000000001
10591,Soja,92,62,72,84,13,73.3
10592,Soja,84,82,82,68,10,74.2
10593,Soja,90,67,100,76,10,78.0
10594,Soja,84,61,72,80,13,69.5
10595,Soja,78,96,97,63,14,77.50000000000001
10596,Soja,61,97,71,66,13,65.9
10597,Soja,100,65,71,79,10,76.10000000000001
10598,Soja,90,62,83,85,14,74.9
10599,Soja,76,72,99,90,10,74.60000000000001
10600,Soja,61,89,81,65,15,66.4
10601,Soja,79,80,88,64,10,72.60000000000001
10602,Soja,82,80,93,91,12,77.7
10603,Soja,68,87,94,78,15,72.7
10604,Soja,62,60,87,98,15,65.5
10605,Soja,73,93,83,89,15,74.80000000000001
10606,Soja,90,63,91,72,13,75.3
10607,Soja,70,66,75,79,14,65.50000000000001
10608,Soja,65,72,95,61,10,66.5
10609,Soja,87,68,87,85,10,75.30000000000001
10610,Soja,71,82,92,97,12,74.10000000000001
10611,Soja,85,91,94,83,13,80.6
10612,Soja,94,84,90,68,13,80.5
10613,Soja,76,72,99,73,14,73.30000000000001
10614,Soja,70,68,98,76,10,69.8
10615,Soja,83,60,81,72,10,69.60000000000001
10616,Soja,69,86,73,79,10,68.3
10617,Soja,82,89,91,84,10,78.20000000000002
10618,Soja,75,76,94,92,12,74.4
10619,Soja,78,71,90,65,11,71.0
10620,Soja,63,85,70,99,15,67.60000000000001
10621,Soja,90,86,75,97,12,79.10000000000001
10622,Soja,73,76,97,92,13,74.30000000000001
10623,Soja,95,98,86,68,11,82.69999999999999
10624,Soja,78,67,91,82,13,72.3
10625,Soja,63,88,87,82,10,69.4
10626,Soja,77,64,77,81,13,68.39999999999999
10627,Soja,83,65,79,95,14,72.9
10628,Soja,68,61,86,67,13,64.60000000000001
10629,Soja,76,86,77,68,13,71.1
10630,Soja,79,73,100,69,11,74.2
10631,Soja,62,63,80,94,14,64.2
10632,Soja,77,65,71,79,14,67.30000000000001
10633,Soja,88,77,75,94,12,76.2
10634,Soja,71,70,93,84,11,70.5
10635,Soja,64,93,87,69,12,69.70000000000002
10636,Soja,81,100,99,92,10,82.4
10637,Soja,67,84,80,69,14,67.9
10638,Soja,62,63,72,72,14,60.400000000000006
10639,Soja,64,71,79,76,12,64.4
10640,Soja,69,69,87,89,11,68.80000000000001
10641,Soja,75,87,71,92,11,71.9
10642,Soja,82,100,96,98,12,83.0
10643,Soja,99,98,83,71,12,84.10000000000001
10644,Soja,68,87,97,84,14,73.80000000000003
10645,Soja,99,61,87,66,13,77.1
10646,Soja,91,89,77,75,10,78.10000000000001
10647,Soja,67,84,80,84,10,69.0
10648,Soja,79,85,98,60,13,75.5
10649,Soja,92,80,74,82,10,76.80000000000001
10650,Soja,67,96,91,68,13,72.3
10651,Soja,80,61,79,61,14,67.5
10652,Soja,68,95,95,94,15,76.10000000000001
10653,Soja,79,79,72,65,12,69.50000000000001
10654,Soja,66,75,74,63,10,63.5
10655,Soja,74,62,100,93,14,72.7
10656,Soja,88,95,95,62,13,80.7
10657,Soja,82,97,75,85,14,77.10000000000001
10658,Soja,68,82,93,71,13,70.60000000000001
10659,Soja,94,63,74,65,14,72.9
10660,Soja,66,82,99,88,11,72.5
10661,Soja,81,64,90,81,14,72.7
10662,Soja,82,84,95,95,15,79.60000000000001
10663,Soja,83,60,80,75,14,70.10000000000001
10664,Soja,64,75,99,95,12,71.10000000000001
10665,Soja,71,78,79,68,10,67.6
10666,Soja,99,91,91,81,14,85.5
10667,Soja,80,78,99,98,10,78.2
10668,Soja,63,93,86,66,13,68.89999999999999
10669,Soja,90,79,76,84,14,76.80000000000001
10670,Soja,83,86,88,61,11,75.19999999999999
10671,Soja,100,98,95,64,12,86.2
10672,Soja,63,88,70,91,12,67.10000000000001
10673,Soja,88,85,83,65,15,76.80000000000001
10674,Soja,93,71,75,79,10,75.30000000000001
10675,Soja,97,88,71,76,12,79.4
10676,Soja,68,88,77,97,11,71.0
10677,Soja,77,71,80,85,13,70.8
10678,Soja,74,90,89,61,11,72.6
10679,Soja,72,79,83,92,10,71.4
10680,Soja,86,78,71,64,13,71.9
10681,Soja,68,97,91,60,11,71.9
10682,Soja,83,87,84,83,13,77.0
10683,Soja,78,77,93,100,13,76.5
10684,Soja,100,89,72,91,10,82.3
10685,Soja,98,79,98,82,15,84.3
10686,Soja,74,75,74,96,13,70.3
10687,Soja,64,71,96,83,12,68.50000000000001
10688,Soja,68,75,77,82,13,67.1
10689,Soja,60,83,93,94,13,69.9
10690,Soja,81,89,96,77,15,78.60000000000001
10691,Soja,73,65,84,64,11,66.5
10692,Soja,66,75,99,99,12,72.30000000000001
10693,Soja,82,86,70,84,15,73.9
10694,Soja,79,69,70,83,14,69.10000000000001
10695,Soja,75,99,74,89,13,74.8
10696,Soja,83,83,71,85,12,73.7
10697,Soja,73,100,96,82,11,77.7
10698,Soja,74,99,86,87,12,76.50000000000001
10699,Soja,97,93,87,81,12,84.10000000000001
10700,Soja,91,100,84,68,14,81.4
10701,Soja,60,92,91,73,13,69.2
10702,Soja,75,79,87,100,13,74.5
10703,Soja,66,92,99,85,13,74.4
10704,Soja,66,89,97,88,10,73.4
10705,Soja,68,77,100,70,14,71.0
10706,Soja,75,73,90,70,15,71.1
10707,Soja,61,95,92,61,10,68.9
10708,Soja,89,99,100,77,14,84.50000000000001
10709,Soja,66,83,92,86,14,71.4
10710,Soja,96,83,99,73,15,83.60000000000001
10711,Soja,72,67,91,64,14,68.20000000000002
10712,Soja,69,76,93,89,15,71.80000000000001
10713,Soja,72,78,87,80,13,71.10000000000001
10714,Soja,78,78,94,94,15,76.50000000000001
10715,Soja,94,92,78,76,10,80.19999999999999
10716,Soja,99,70,74,79,11,77.4
10717,Soja,68,84,98,83,13,73.2
10718,Soja,92,97,93,84,11,84.30000000000001
10719,Soja,91,94,73,73,14,78.50000000000001
10720,Soja,99,79,100,66,10,83.0
10721,Soja,94,71,92,87,10,79.9
10722,Soja,94,61,97,91,10,79.3
10723,Soja,87,90,83,85,12,79.10000000000001
10724,Soja,89,74,88,72,14,76.60000000000001
10725,Soja,93,87,75,88,10,79.4
10726,Soja,72,72,85,80,12,69.4
10727,Soja,78,73,71,73,10,68.30000000000001
10728,Soja,84,60,70,85,13,69.39999999999999
10729,Soja,96,62,73,81,11,74.6
10730,Soja,82,68,70,90,12,70.60000000000001
10731,Soja,88,96,92,79,15,82.20000000000002
10732,Soja,88,66,76,62,10,70.80000000000001
10733,Soja,94,73,84,98,14,80.2
10734,Soja,87,78,77,81,15,75.4
10735,Soja,77,67,73,76,12,67.60000000000001
10736,Soja,80,95,78,78,15,75.89999999999999
10737,Soja,82,66,73,76,11,69.3
10738,Soja,93,87,92,75,11,81.60000000000001
10739,Soja,88,67,80,67,11,72.39999999999999
10740,Soja,79,96,87,76,14,77.2
10741,Soja,98,72,92,65,10,79.5
10742,Soja,80,86,86,75,10,74.9
10743,Soja,97,87,98,73,12,84.30000000000001
10744,Soja,95,89,70,74,13,78.5
10745,Soja,84,80,86,69,11,74.8
10746,Soja,85,100,79,63,12,77.3
10747,Soja,62,63,92,72,11,64.10000000000001
10748,Soja,83,74,95,76,15,76.1
10749,Soja,69,69,82,60,12,65.00000000000001
10750,Soja,77,81,75,97,13,73.0
10751,Soja,98,71,81,79,11,78.60000000000001
10752,Soja,82,67,80,100,11,73.3
10753,Soja,100,62,79,62,12,75.60000000000001
10754,Soja,95,69,83,75,12,77.10000000000001
10755,Soja,60,95,90,93,11,71.39999999999999
10756,Soja,82,68,84,81,13,72.6
10757,Soja,65,63,81,61,14,62.3
10758,Soja,93,81,82,65,12,77.50000000000001
10759,Soja,77,96,76,62,12,72.60000000000001
10760,Soja,68,63,96,62,11,66.3
10761,Soja,66,73,91,94,11,69.7
10762,Soja,68,88,77,68,10,68.0
10763,Soja,97,92,98,68,11,84.7
10764,Soja,72,98,83,97,11,75.8
10765,Soja,71,69,87,64,14,67.40000000000002
10766,Soja,76,91,77,85,15,74.0
10767,Soja,67,87,81,60,13,67.7
10768,Soja,65,73,74,60,10,62.400000000000006
10769,Soja,92,83,79,66,11,76.89999999999999
10770,Soja,74,67,96,86,15,72.3
10771,Soja,62,60,90,86,10,64.4
10772,Soja,76,97,89,74,12,76.20000000000002
10773,Soja,94,90,85,88,11,82.49999999999999
10774,Soja,80,60,90,72,14,70.60000000000001
10775,Soja,95,64,94,79,14,78.9
10776,Soja,94,88,97,60,13,81.9
10777,Soja,66,62,72,95,15,64.2
10778,Soja,65,84,71,93,11,67.39999999999999
10779,Soja,80,100,73,80,15,76.1
10780,Soja,85,63,79,76,10,71.0
10781,Soja,62,82,80,66,15,65.30000000000001
10782,Soja,68,99,90,95,14,75.9
10783,Soja,98,72,87,82,15,80.7
10784,Soja,94,83,100,100,14,85.60000000000001
10785,Soja,67,80,89,93,12,71.1
10786,Soja,79,100,84,61,15,76.0
10787,Soja,88,100,97,77,11,83.4
10788,Soja,61,64,73,74,10,60.2
10789,Soja,65,93,72,80,12,68.2
10790,Soja,74,80,94,72,14,73.00000000000001
10791,Soja,69,98,86,85,12,74.10000000000001
10792,Soja,89,86,100,85,14,82.7
10793,Soja,100,71,88,63,14,79.50000000000001
10794,Soja,63,87,71,71,12,65.10000000000001
10795,Soja,64,71,88,82,13,66.9
10796,Soja,83,72,71,62,12,69.2
10797,Soja,79,71,77,86,11,70.89999999999999
10798,Soja,71,72,96,99,10,72.9
10799,Soja,63,80,97,82,11,69.9
10800,Soja,73,94,98,80,10,76.6
10801,Soja,67,91,78,84,12,70.2
10802,Soja,82,75,97,77,11,76.0
10803,Soja,88,68,77,83,15,74.0
10804,Soja,93,68,86,90,11,78.1
10805,Soja,86,71,75,90,12,73.8
10806,Soja,71,71,93,69,13,69.4
10807,Soja,90,68,75,60,10,71.6
10808,Soja,71,96,86,65,11,72.4
10809,Soja,77,97,78,95,13,76.60000000000001
10810,Soja,61,83,87,72,11,66.7
10811,Soja,99,71,91,67,13,80.0
10812,Soja,62,80,91,76,15,68.1
10813,Soja,85,78,88,81,13,76.6
10814,Soja,83,80,85,61,10,73.3
10815,Soja,84,79,91,93,15,78.4
10816,Soja,97,84,88,75,15,82.20000000000002
10817,Soja,68,82,70,60,13,64.9
10818,Soja,81,95,95,87,15,80.60000000000001
10819,Soja,65,84,100,60,15,70.3
10820,Soja,88,80,91,84,14,79.20000000000002
10821,Soja,87,79,87,92,14,78.60000000000002
10822,Soja,62,83,72,62,11,63.10000000000001
10823,Soja,95,97,94,72,15,84.9
10824,Soja,89,63,98,98,10,78.60000000000001
10825,Soja,90,66,95,66,10,75.8
10826,Soja,85,91,94,87,11,80.8
10827,Soja,64,81,92,99,11,71.2
10828,Soja,63,69,84,82,15,65.5
10829,Soja,90,62,95,75,10,75.9
10830,Soja,95,81,72,87,11,78.4
10831,Soja,70,66,89,79,15,68.4
10832,Soja,67,80,72,91,11,67.39999999999999
10833,Soja,63,82,70,79,14,64.9
10834,Soja,68,97,96,68,14,74.00000000000001
10835,Soja,94,70,82,63,11,75.39999999999999
10836,Soja,73,83,76,62,15,68.7
10837,Soja,60,80,90,62,13,65.5
10838,Soja,94,92,94,89,15,85.2
10839,Soja,76,88,77,73,12,71.9
10840,Soja,83,85,70,89,12,74.30000000000001
10841,Soja,75,99,75,70,12,73.0
10842,Soja,91,77,88,92,10,79.60000000000001
10843,Soja,74,61,97,85,11,70.8
10844,Soja,73,68,79,91,11,68.8
10845,Soja,89,100,76,87,14,80.9
10846,Soja,92,60,80,85,12,74.50000000000001
10847,Soja,96,88,89,67,15,82.00000000000001
10848,Soja,84,95,71,89,13,77.0
10849,Soja,99,68,73,63,13,75.4
10850,Soja,62,82,87,87,11,68.4
10851,Soja,90,91,100,72,15,82.9
10852,Soja,76,100,74,99,13,76.4
10853,Soja,80,64,95,63,13,71.39999999999999
10854,Soja,85,69,90,77,12,74.7
10855,Soja,90,64,74,86,13,73.49999999999999
10856,Soja,77,84,99,75,13,76.2
10857,Soja,97,87,70,87,10,79.9
10858,Soja,74,74,86,79,10,70.50000000000001
10859,Soja,90,88,72,65,13,75.8
10860,Soja,67,99,89,67,12,72.30000000000001
10861,Soja,99,67,79,68,13,76.89999999999999
10862,Soja,98,86,74,80,15,80.7
10863,Soja,85,88,89,85,14,79.30000000000001
10864,Soja,99,87,99,96,13,87.7
10865,Soja,94,63,99,100,10,81.0
10866,Soja,73,61,97,80,12,70.00000000000001
10867,Soja,100,70,79,94,14,80.60000000000001
10868,Soja,99,98,74,65,10,81.5
10869,Soja,82,88,81,81,15,76.2
10870,Soja,88,85,77,92,13,78.10000000000001
10871,Soja,94,99,91,68,11,83.5
10872,Soja,72,74,100,67,12,71.5
10873,Soja,86,76,78,76,12,74.0
10874,Soja,77,60,100,94,15,73.7
10875,Soja,72,96,94,69,12,74.9
10876,Soja,70,71,94,70,15,69.5
10877,Soja,94,60,90,62,13,75.1
10878,Soja,82,86,80,78,15,75.3
10879,Soja,72,66,98,65,11,69.19999999999999
10880,Soja,68,94,93,65,14,72.5
10881,Soja,100,93,87,98,13,87.1
10882,Soja,70,93,78,64,11,69.7
10883,Soja,70,88,85,80,13,71.89999999999999
10884,Soja,84,95,84,66,15,77.5
10885,Soja,68,85,95,87,13,73.2
10886,Soja,91,69,78,83,15,75.60000000000001
10887,Soja,87,100,86,80,15,81.5
10888,Soja,71,70,91,95,14,71.50000000000001
10889,Soja,86,82,93,100,14,80.80000000000001
10890,Soja,98,93,92,76,14,85.2
10891,Soja,88,99,85,68,15,80.3
10892,Soja,92,76,89,64,10,77.20000000000002
10893,Soja,93,84,71,67,15,76.4
10894,Soja,86,60,100,62,14,74.00000000000001
10895,Soja,81,73,84,82,13,73.3
10896,Soja,63,96,85,81,10,70.5
10897,Soja,72,86,76,67,14,69.30000000000001
10898,Soja,73,72,85,79,10,69.5
10899,Soja,70,67,82,92,12,68.2
10900,Soja,74,93,88,70,14,74.20000000000002
10901,Soja,87,77,78,97,13,76.80000000000001
10902,Soja,69,99,71,95,12,72.30000000000001
10903,Soja,74,74,86,83,11,71.0
10904,Soja,79,84,72,83,10,72.10000000000001
10905,Soja,87,98,78,73,15,78.8
10906,Soja,68,98,91,81,14,74.5
10907,Soja,80,90,93,95,14,79.5
10908,Soja,71,77,70,85,13,67.60000000000001
10909,Soja,63,67,83,96,11,65.9
10910,Soja,92,70,79,67,15,74.80000000000001
10911,Soja,92,80,97,72,15,80.9
10912,Soja,88,78,89,75,15,77.60000000000001
10913,Soja,74,90,89,82,13,74.9
10914,Soja,85,69,100,98,12,78.8
10915,Soja,79,92,78,79,15,75.0
10916,Soja,98,100,86,63,13,84.0
10917,Soja,61,97,72,84,11,67.7
10918,Soja,97,77,86,62,11,78.7
10919,Soja,82,62,100,73,11,73.6
10920,Soja,63,67,99,87,13,68.4
10921,Soja,70,82,98,66,15,72.1
10922,Soja,67,71,93,87,14,69.7
10923,Soja,67,72,81,87,11,67.2
10924,Soja,66,96,70,89,10,69.50000000000001
10925,Soja,69,80,76,86,10,68.4
10926,Soja,76,61,90,72,10,68.8
10927,Soja,100,69,83,68,13,78.5
10928,Soja,85,67,94,66,10,73.8
10929,Soja,84,88,84,68,12,76.0
10930,Soja,96,61,87,74,10,76.40000000000002
10931,Soja,97,87,77,90,12,81.80000000000001
10932,Soja,78,95,95,72,15,77.9
10933,Soja,75,99,75,92,15,75.5
10934,Soja,88,76,79,77,13,75.2
10935,Soja,88,72,90,93,11,77.99999999999999
10936,Soja,68,67,70,73,11,63.00000000000001
10937,Soja,85,80,98,88,15,79.89999999999999
10938,Soja,73,99,80,82,12,74.4
10939,Soja,67,67,73,62,12,62.20000000000001
10940,Soja,66,64,95,62,14,65.80000000000001
10941,Soja,70,93,94,89,11,75.4
10942,Soja,83,97,86,78,10,78.60000000000001
10943,Soja,60,72,78,81,13,63.4
10944,Soja,75,77,76,82,15,70.3
10945,Soja,95,98,76,95,13,83.6
10946,Soja,70,100,85,77,15,74.2
10947,Soja,72,62,71,91,14,65.9
10948,Soja,73,80,76,89,11,70.4
10949,Soja,92,61,100,84,10,78.4
10950,Soja,65,67,95,70,11,66.5
10951,Soja,63,70,91,63,11,64.8
10952,Soja,89,62,88,69,12,73.7
10953,Soja,95,100,89,72,12,84.2
10954,Soja,62,70,92,80,13,66.5
10955,Soja,69,64,75,87,15,65.60000000000001
10956,Soja,66,61,90,72,15,65.30000000000001
10957,Soja,99,74,76,89,13,79.80000000000001
10958,Soja,64,99,71,100,13,70.9
10959,Soja,74,65,89,61,10,67.5
10960,Soja,67,96,87,66,13,71.3
10961,Soja,89,83,97,76,15,80.7
10962,Soja,81,82,76,75,12,72.7
10963,Soja,95,90,89,68,13,81.89999999999999
10964,Soja,81,79,80,98,14,75.4
10965,Soja,74,93,99,79,14,77.30000000000001
10966,Soja,89,79,90,93,12,79.9
10967,Soja,94,77,92,65,13,79.2
10968,Soja,88,73,86,74,14,75.80000000000001
10969,Soja,68,96,73,89,13,71.2
10970,Soja,87,99,72,83,12,78.50000000000001
10971,Soja,100,65,80,90,11,79.1
10972,Soja,86,64,87,89,10,74.50000000000001
10973,Soja,94,68,89,66,13,76.89999999999999
10974,Soja,64,67,76,97,12,65.10000000000001
10975,Soja,99,92,99,92,11,88.1
10976,Soja,92,99,82,83,14,82.70000000000002
10977,Soja,90,99,91,80,13,83.3
10978,Soja,61,70,74,63,13,60.8
10979,Soja,77,75,95,84,15,74.7
10980,Soja,76,69,98,74,11,72.3
10981,Soja,71,84,96,66,10,72.0
10982,Soja,85,85,85,60,14,75.4
10983,Soja,98,74,90,78,12,81.0
10984,Soja,96,66,78,73,14,75.90000000000002
10985,Soja,96,96,86,94,10,85.20000000000002
10986,Soja,96,87,81,75,10,80.50000000000001
10987,Soja,82,62,100,79,15,74.60000000000001
10988,Soja,81,99,91,77,11,79.2
10989,Soja,60,100,72,70,10,66.4
10990,Soja,95,70,82,100,13,79.7
10991,Soja,72,77,98,62,10,71.0
10992,Soja,81,62,93,67,10,71.1
10993,Soja,100,98,76,72,11,83.1
10994,Soja,87,92,90,82,11,80.5
10995,Soja,92,100,71,97,14,82.10000000000001
10996,Soja,90,74,83,92,12,77.80000000000001
10997,Soja,75,78,75,61,14,68.10000000000001
10998,Soja,70,84,100,67,11,72.6
10999,Soja,82,63,73,71,15,68.60000000000001
11000,Soja,63,96,72,62,14,66.4
11001,Soja,80,98,71,67,12,73.7
11002,Soja,91,77,76,84,13,76.7
11003,Soja,66,87,97,79,11,72.2
11004,Soja,78,74,88,94,10,74.0
11005,Soja,91,67,73,99,11,75.4
11006,Soja,96,62,88,61,14,75.9
11007,Soja,68,89,85,90,10,72.0
11008,Soja,83,99,99,91,10,82.89999999999999
11009,Soja,97,100,90,80,13,86.10000000000001
11010,Soja,70,87,86,96,10,73.20000000000002
11011,Soja,70,93,86,99,10,74.7
11012,Soja,100,91,90,86,15,86.3
11013,Soja,82,77,77,63,11,71.0
11014,Soja,68,98,87,70,10,72.2
11015,Soja,95,100,83,76,15,83.69999999999999
11016,Soja,93,70,82,74,14,76.40000000000002
11017,Soja,76,96,99,87,13,79.4
11018,Soja,62,73,95,94,12,69.00000000000001
11019,Soja,96,74,80,91,10,79.3
11020,Soja,77,80,75,74,13,70.5
11021,Soja,94,71,82,81,10,77.3
11022,Soja,87,90,75,96,14,78.80000000000001
11023,Soja,100,68,91,62,13,79.3
11024,Soja,85,86,99,89,15,81.4
11025,Soja,79,61,71,73,13,66.60000000000001
11026,Soja,95,75,80,70,14,77.4
11027,Soja,78,91,83,89,11,76.0
11028,Soja,80,75,74,81,10,70.89999999999999
11029,Soja,93,84,84,81,10,79.89999999999999
11030,Soja,87,76,90,68,14,76.2
11031,Soja,67,64,94,88,14,68.60000000000001
11032,Soja,61,64,100,97,14,68.30000000000001
11033,Soja,84,99,98,85,13,82.8
11034,Soja,76,95,73,62,13,71.5
11035,Soja,72,81,96,79,11,73.2
11036,Soja,94,87,83,81,15,81.19999999999999
11037,Soja,92,81,72,94,13,78.10000000000001
11038,Soja,77,76,93,69,11,72.6
11039,Soja,67,67,99,84,14,69.80000000000001
11040,Soja,72,66,91,60,15,67.7
11041,Soja,92,66,90,76,11,76.69999999999999
11042,Soja,84,99,84,77,15,79.4
11043,Soja,65,83,76,67,13,65.8
11044,Soja,88,93,72,90,10,78.2
11045,Soja,70,83,100,64,14,72.4
11046,Soja,83,97,77,90,10,78.00000000000001
11047,Soja,98,70,82,82,12,79.00000000000001
11048,Soja,61,80,78,91,11,66.2
11049,Soja,68,91,96,94,14,75.40000000000002
11050,Soja,63,87,90,81,12,69.9
11051,Soja,99,65,100,85,11,82.19999999999999
11052,Soja,88,71,94,77,10,76.9
11053,Soja,62,80,93,82,15,69.1
11054,Soja,100,92,79,80,10,83.2
11055,Soja,82,89,74,85,15,75.4
11056,Soja,70,71,89,63,13,67.6
11057,Soja,69,82,76,62,13,66.7
11058,Soja,69,96,85,94,12,74.4
11059,Soja,88,78,97,65,14,78.10000000000001
11060,Soja,70,79,81,99,15,71.4
11061,Soja,93,99,73,97,12,82.5
11062,Soja,63,84,87,87,15,69.60000000000001
11063,Soja,85,62,82,64,13,70.5
11064,Soja,72,63,75,60,14,63.800000000000004
11065,Soja,71,86,84,80,11,71.5
11066,Soja,64,68,85,81,15,65.8
11067,Soja,83,81,86,62,13,74.10000000000001
11068,Soja,64,70,70,99,14,64.9
11069,Soja,95,69,72,69,14,74.50000000000001
11070,Soja,78,83,81,69,12,72.10000000000001
11071,Soja,98,70,81,92,14,80.00000000000001
11072,Soja,63,77,70,89,14,64.9
11073,Soja,93,84,78,97,10,80.3
11074,Soja,71,97,87,94,14,76.00000000000001
11075,Soja,99,77,100,97,14,86.10000000000001
11076,Soja,90,82,89,82,12,79.60000000000001
11077,Soja,72,87,93,72,15,73.50000000000001
11078,Soja,92,96,79,75,14,80.70000000000002
11079,Soja,67,96,96,97,15,76.4
11080,Soja,85,92,80,92,12,78.80000000000001
11081,Soja,91,77,92,64,12,77.80000000000001
11082,Soja,84,63,80,71,10,70.3
11083,Soja,78,97,100,61,10,77.7
11084,Soja,82,62,92,80,11,72.7
11085,Soja,68,76,85,66,12,67.2
11086,Soja,76,84,98,97,12,77.70000000000002
11087,Soja,85,79,86,61,14,74.5
11088,Soja,79,68,91,92,11,73.7
11089,Soja,87,100,72,99,15,80.60000000000001
11090,Soja,87,94,95,73,15,81.4
11091,Soja,86,94,91,73,13,80.0
11092,Soja,78,87,82,79,10,73.90000000000002
11093,Soja,93,89,82,96,15,82.5
11094,Soja,60,66,85,84,15,64.1
11095,Soja,74,69,87,77,15,70.00000000000001
11096,Soja,74,75,89,75,10,70.9
11097,Soja,81,63,82,98,12,72.4
11098,Soja,76,92,72,63,12,70.7
11099,Soja,84,85,83,95,10,77.7
11100,Soja,98,73,99,70,13,81.9
11101,Soja,95,100,71,86,15,82.3
11102,Soja,83,68,84,66,11,71.3
11103,Soja,70,73,82,64,13,66.7
11104,Soja,72,95,100,77,14,76.9
11105,Soja,68,96,85,86,15,73.5
11106,Soja,65,92,83,94,15,71.9
11107,Soja,79,91,93,78,12,77.4
11108,Soja,88,79,85,60,12,75.2
11109,Soja,70,87,77,71,13,69.2
11110,Soja,74,91,93,79,12,75.50000000000001
11111,Soja,77,91,90,90,14,77.4
11112,Soja,95,67,82,68,13,75.89999999999999
11113,Soja,98,98,99,100,11,89.7
11114,Soja,98,79,77,96,13,81.3
11115,Soja,85,85,74,72,13,74.3
11116,Soja,76,63,92,65,10,68.9
11117,Soja,78,68,85,78,11,70.7
11118,Soja,65,84,82,75,11,67.8
11119,Soja,95,97,75,99,10,83.30000000000001
11120,Soja,97,82,94,70,15,82.5
11121,Soja,96,65,78,89,11,77.0
11122,Soja,70,74,93,81,14,70.9
11123,Soja,70,98,81,80,13,73.1
11124,Soja,85,79,88,87,15,77.60000000000001
11125,Soja,68,75,99,71,11,70.19999999999999
11126,Soja,72,72,93,73,11,70.2
11127,Soja,74,98,80,88,11,75.1
11128,Soja,91,60,70,97,10,73.1
11129,Soja,97,94,78,91,15,83.80000000000001
11130,Soja,91,65,77,67,14,72.9
11131,Soja,89,84,71,82,14,76.20000000000002
11132,Soja,94,65,86,87,10,77.5
11133,Soja,97,64,86,81,15,78.4
11134,Soja,86,63,74,96,14,72.80000000000001
11135,Soja,71,91,75,65,14,69.5
11136,Soja,69,81,79,87,15,69.8
11137,Soja,71,62,72,99,10,66.10000000000001
11138,Soja,67,84,96,85,15,72.80000000000001
11139,Soja,92,64,79,83,13,75.0
11140,Soja,81,77,73,75,11,71.0
11141,Soja,77,64,89,86,12,71.2
11142,Soja,76,65,88,60,15,68.5
11143,Soja,82,73,79,83,10,72.5
11144,Soja,86,82,93,66,10,77.0
11145,Soja,61,99,91,91,10,72.5
11146,Soja,81,87,82,88,12,76.2
11147,Soja,91,68,89,99,14,79.10000000000001
11148,Soja,98,84,90,77,11,82.8
11149,Soja,89,83,89,82,12,79.4
11150,Soja,84,80,82,82,15,75.7
11151,Soja,77,78,93,88,14,75.2
11152,Soja,96,80,74,100,13,80.5
11153,Soja,63,61,81,83,10,62.900000000000006
11154,Soja,63,83,84,97,15,69.80000000000001
11155,Soja,65,83,88,82,14,69.80000000000001
11156,Soja,72,72,83,94,14,70.60000000000001
11157,Soja,88,81,80,93,13,78.0
11158,Soja,79,76,95,76,14,74.80000000000001
11159,Soja,71,65,82,70,14,66.20000000000002
11160,Soja,73,94,85,77,13,74.0
11161,Soja,66,96,91,62,12,71.20000000000002
11162,Soja,75,92,96,84,12,77.20000000000002
11163,Soja,72,82,78,73,13,69.4
